13.171	26.698	5
14.906	31.215	22.61
16.61	95.24	22.61
18.202	103.16	22.61
19.797	103.184	22.61
21.437	103.136	22.61
23.094	103.184	22.61
24.752	103.376	22.61
26.391	103.304	22.61
28.031	103.304	22.61
29.656	103.208	22.61
31.28	103.376	22.61
32.985	103.328	22.61
34.593	103.184	22.61
36.234	103.16	22.61
37.828	102.991	22.61
39.438	103.184	22.61
41.047	103.088	22.61
42.641	103.328	22.61
44.249	103.52	22.61
45.828	103.208	22.61
47.422	103.136	22.61
49.033	103.304	22.61
50.642	103.136	22.61
52.265	103.256	22.61
53.86	103.16	22.61
55.452	103.184	22.61
57.065	103.16	22.61
58.687	103.136	22.61
60.265	103.184	22.61
61.874	103.28	22.61
63.452	102.654	16.96
65.033	79.722	11.04
66.611	54.924	9.28
68.233	45.11	9.28
69.812	45.34	9.28
71.406	46.583	21.66
73	94.002	21.66
74.581	99.008	21.66
76.171	99.083	21.66
77.766	99.284	21.66
79.374	98.681	15.29
80.968	76.029	11.42
82.595	55.621	11.42
84.203	54.265	11.42
85.812	54.36	11.42
87.406	53.597	7.38
89	38.555	2.85
90.609	19.564	2.85
92.205	17.805	2.85
93.781	17.805	2.85
95.454	20.384	15
97.063	67.817	15
98.671	69.85	15
100.297	69.777	15
101.906	70.104	15
103.532	70.752	20
105.157	91.69	20
106.751	91.635	20
108.345	91.69	20
109.922	91.663	20
111.5	91.88	20
113.078	91.744	20
114.641	91.88	20
116.237	91.635	20
117.828	91.499	20
119.422	91.143	14.91
121.046	70.609	12.38
122.657	58.497	12.38
124.265	58.846	12.38
125.862	58.802	12.38
127.47	58.497	12.38
129.078	58.453	12.38
130.673	58.497	12.38
132.281	59.106	12.38
133.894	58.628	12.38
135.484	58.057	8.17
137.094	41.999	3.09
138.673	23.013	3.09
140.265	18.559	3.09
141.862	18.852	3.09
143.47	18.852	3.09
145.078	18.852	3.09
146.735	18.852	3.09
148.329	18.852	3.09
149.94	18.997	3.09
151.532	19.283	3.57
153.126	20.781	3.57
154.735	20.781	3.57
156.345	20.781	3.57
157.972	20.65	3.57
159.578	22.895	19.28
161.172	76.328	19.28
162.797	88.441	19.28
164.423	88.639	19.28
166.048	88.526	19.28
167.656	88.441	19.28
169.282	88.837	19.28
170.923	88.413	19.28
172.593	88.385	19.28
174.222	88.696	19.28
175.844	88.583	19.28
177.455	88.498	19.28
179.095	88.949	19.28
180.704	88.724	19.28
182.33	88.328	19.28
183.97	87.816	17.85
185.611	82.605	17.85
187.219	82.574	17.85
188.844	82.27	17.85
190.472	82.392	17.85
192.095	81.13	12.98
193.705	64.038	12.14
195.345	57.392	12.14
196.938	57.703	12.14
198.612	57.257	12.14
200.235	57.525	12.14
201.861	57.436	12.14
203.486	57.436	12.14
205.094	57.347	12.14
206.707	57.525	12.14
208.345	57.88	12.61
209.953	59.965	12.61
211.594	59.58	12.61
213.206	59.451	12.61
214.845	59.837	12.61
216.455	60.685	17.38
218.08	80.476	17.38
219.704	80.664	17.38
221.346	80.226	17.38
222.985	80.257	17.38
224.673	79.183	13.09
226.268	62.995	13.09
227.908	61.521	13.09
229.535	61.479	13.09
231.173	61.686	13.09
232.798	61.893	13.09
234.454	61.728	13.09
236.064	61.81	13.09
237.705	61.934	13.09
239.313	61.604	13.09
240.908	60.979	11.66
242.502	55.39	11.66
244.094	55.251	11.66
245.675	55.805	11.66
247.283	55.251	11.66
248.876	56.309	18.09
250.47	83.392	18.09
252.142	83.573	18.09
253.739	83.302	18.09
255.345	83.452	18.09
256.94	83.302	18.09
258.532	83.302	18.09
260.143	83.362	18.09
261.739	83.211	18.09
263.345	83.513	18.09
264.956	84.171	20.95
266.548	95.892	20.95
268.159	95.762	20.95
269.753	95.814	20.95
271.361	95.84	20.95
272.97	95.918	20.95
274.564	95.892	20.95
276.173	95.944	20.95
277.799	95.502	20.95
279.409	95.788	20.95
281.002	95.918	20.95
282.61	95.762	20.95
284.267	95.814	20.95
285.845	95.814	20.95
287.458	95.892	20.95
289.048	95.528	15.11
290.661	74.654	9.91
292.305	51.489	5.75
294.013	30.087	1.42
295.666	12.935	1.42
297.264	12.935	1.42
298.864	13.15	1.42
300.473	12.935	1.42
302.119	12.935	1.42
303.742	13.15	1.42
305.35	12.935	1.42
306.961	13.15	1.42
308.569	13.15	1.42
310.15	13.15	1.42
311.82	12.935	1.42
313.414	13.773	17.61
315.101	69.807	17.61
316.711	81.223	17.61
318.354	81.223	17.61
319.96	81.44	17.61
321.585	80.414	12.62
323.201	62.385	8.8
324.811	44.704	8.8
326.422	43.042	8.8
328.03	43.042	8.8
329.654	45.853	21.19
331.249	93.683	21.19
332.857	96.848	21.19
334.47	96.9	21.19
336.092	96.668	21.19
337.703	96.694	21.19
339.311	96.823	21.19
340.921	96.874	21.19
342.548	96.848	21.19
344.155	96.874	21.19
345.863	96.72	21.19
347.511	96.9	21.19
349.12	96.951	21.19
350.716	96.72	21.19
352.338	96.771	21.19
353.979	97.002	21.19
355.589	97.002	21.19
357.214	96.977	21.19
358.838	96.797	21.19
360.479	96.925	21.19
362.106	96.1	15.25
363.746	74.789	14.04
365.388	65.569	14.04
367.027	65.608	14.04
368.635	65.608	14.04
370.235	65.917	14.04
371.87	65.801	14.04
373.528	65.763	14.04
375.151	65.801	14.04
376.856	65.956	14.04
378.481	64.789	9.65
380.104	48.062	7.14
381.728	36.016	7.14
383.339	36.089	7.14
384.979	36.016	7.14
386.59	35.202	5
388.216	26.698	5
389.839	26.798	5
391.465	26.798	5
393.12	26.798	5
394.763	28.162	23.09
396.408	90.593	23.09
398.027	105.324	23.09
399.652	105.23	23.09
401.276	105.535	23.09
402.916	104.852	16.44
404.529	81.068	15.23
406.151	70.931	15.23
407.857	70.716	15.23
409.51	70.86	15.23
411.139	70.752	15.23
412.777	70.824	15.23
414.417	71.038	15.23
416.061	70.86	15.23
417.714	71.074	15.23
419.374	70.752	15.23
420.996	71.11	15.23
422.636	70.745	15.23
424.276	70.788	15.23
425.926	70.716	15.23
427.558	71.713	16.19
429.184	74.924	16.19
430.808	74.924	16.19
432.464	74.857	16.19
434.091	74.924	16.19
435.729	74.924	16.19
437.356	75.026	16.19
439.059	75.261	16.19
440.685	75.026	16.19
442.294	74.992	16.19
443.94	74.416	11.3
445.59	56.218	6.35
447.215	36.668	0
448.873	14.936	0
450.511	11.8	0
452.168	11.8	0
453.808	11.559	0
455.465	11.559	0
457.105	11.559	0
458.778	11.559	0
460.419	11.559	0
462.059	11.559	0
463.718	11.559	0
465.372	11.559	0
466.996	11.559	0
468.621	11.8	0
470.323	11.559	0
471.933	11.559	0
473.542	11.559	0
475.137	11.559	0
476.762	11.559	13.57
478.387	52.185	13.57
479.982	63.639	13.57
481.59	63.839	13.57
483.199	63.479	13.57
484.809	62.955	9.17
486.421	46.971	5.71
488.03	30.7	5.71
489.636	29.82	5.71
491.23	29.82	5.71
492.841	29.998	5.71
494.433	29.909	5.71
496.045	29.82	5.71
497.652	29.82	5.71
499.246	29.82	5.71
500.855	29.909	5.71
502.465	29.73	5.71
504.091	29.73	5.71
505.794	29.55	5.71
507.403	29.909	5.71
509.011	29.909	5.71
510.637	29.82	5.71
512.296	29.82	5.71
513.935	29.73	5.71
