515.559	29.909	5.71
517.169	29.909	5.71
518.777	29.909	5.71
520.39	29.641	5.71
522.028	29.82	5.71
523.637	29.909	5.71
525.277	31.805	8.33
526.904	41.373	8.33
528.546	41.373	8.33
530.184	41.309	8.33
531.777	41.309	8.33
533.387	41.373	8.33
535.012	41.309	8.33
536.67	41.056	8.33
538.309	41.056	8.33
539.919	41.373	8.33
541.543	40.928	8.33
543.248	41.373	8.33
544.872	41.373	8.33
546.481	41.246	8.33
548.105	41.309	8.33
549.746	41.373	8.33
551.358	41.309	8.33
552.997	41.309	8.33
554.607	41.309	8.33
556.216	41.246	8.33
557.826	41.373	8.33
559.452	41.373	8.33
561.059	41.246	8.33
562.669	41.373	8.33
564.309	41.373	8.33
565.934	41.373	8.33
567.56	41.373	8.33
569.231	41.436	8.33
570.841	41.309	8.33
572.466	41.373	8.33
574.138	43.344	19.52
575.763	87.559	19.52
577.371	89.51	19.52
579.076	89.9	19.52
580.668	89.426	19.52
582.28	88.865	16.9
583.887	78.222	16.9
585.497	77.963	16.9
587.106	78.19	16.9
588.732	78.222	16.9
590.375	77.672	16.42
591.997	75.963	16.42
593.621	76.195	16.42
595.232	75.996	16.42
596.872	76.029	16.42
598.508	77.183	23.8
600.123	108.126	23.8
601.764	108.264	23.8
603.388	108.378	23.8
605.013	108.263	23.8
606.639	107.966	17.01
608.293	84.736	14.76
609.888	68.787	14.76
611.512	68.676	14.76
613.123	68.676	14.76
614.825	67.819	9.74
616.435	50.425	6.9
618.044	35.574	6.9
619.668	34.976	6.9
621.297	35.051	6.9
622.935	35.051	6.9
624.544	35.127	6.9
626.184	34.976	6.9
627.81	35.127	6.9
629.437	35.051	6.9
631.043	34.212	5.23
632.654	27.78	5.23
634.278	27.78	5.23
635.889	27.78	5.23
637.531	27.78	5.23
639.17	27.876	5.23
640.778	27.78	5.23
642.388	27.78	5.23
644.013	27.78	5.23
645.639	27.876	5.23
647.248	29.096	15.47
648.856	70.169	15.47
650.545	71.925	15.47
652.169	71.89	15.47
653.781	71.819	15.47
655.388	71.996	15.47
657.028	71.819	15.47
658.639	71.643	15.47
660.247	71.749	15.47
661.86	71.819	15.47
663.466	71.038	10.86
665.092	54.123	6.23
666.733	35.051	0
668.341	14.56	0
669.952	11.8	0
671.592	11.559	11.9
673.233	49.232	11.9
674.873	56.4	11.9
676.5	56.309	11.9
678.138	56.4	11.9
679.765	56.582	11.9
681.389	56.718	11.9
683.018	56.446	11.9
684.656	56.898	11.9
686.404	56.627	11.9
688.061	56.446	11.9
689.701	56.446	11.9
691.298	56.536	11.9
692.936	56.627	11.9
694.577	56.218	11.9
696.201	55.713	10.23
697.811	49.494	10.23
699.454	49.703	10.23
701.076	49.022	10.23
702.701	49.285	10.23
704.341	48.651	6.04
705.982	32.629	4.76
707.61	25.356	4.76
709.248	25.672	4.76
710.873	25.777	4.76
712.497	25.777	4.76
714.14	25.672	4.76
715.764	25.777	4.76
717.421	25.672	4.76
719.077	25.672	4.76
720.702	27.392	7.38
722.406	37.238	7.38
724.029	37.096	7.38
725.655	37.096	7.38
727.296	37.238	7.38
728.922	37.868	9.04
730.544	44.529	9.04
732.171	44.354	9.04
733.811	44.236	9.04
735.468	43.941	9.04
737.094	46.303	24.76
738.749	103.735	24.76
740.389	112.48	24.76
742.046	112.524	24.76
743.67	112.524	24.76
745.311	112.48	24.76
746.951	112.615	24.76
748.608	112.349	24.76
750.232	112.528	24.76
751.876	112.633	24.76
753.499	112.327	24.32
755.139	110.893	21.46
756.764	102.023	14.34
758.404	70.501	9.32
760.109	46.359	3.99
761.765	26.395	6.42
763.406	32.871	6.42
765.046	32.871	6.42
766.673	33.032	6.42
768.311	32.871	6.42
769.951	33.032	6.42
771.608	32.952	6.42
773.248	33.032	6.42
774.905	32.952	6.42
776.545	33.032	6.42
778.186	34.596	10.71
779.826	51.938	10.71
781.455	51.589	10.71
783.093	51.288	10.71
784.734	51.539	10.71
786.374	51.539	10.71
787.998	51.838	10.71
789.627	51.838	10.71
791.265	51.389	10.71
792.89	51.238	10.71
794.53	51.739	10.71
796.267	51.689	10.71
797.921	51.187	10.71
799.562	51.489	10.71
801.186	51.539	10.71
802.827	50.168	6.52
804.483	34.673	1.19
806.124	12.717	1.19
807.78	12.494	1.19
809.453	12.494	1.19
811.141	12.494	1.19
812.796	12.494	1.19
814.436	12.494	1.19
816.109	12.494	1.19
817.767	12.494	1.19
819.422	12.494	1.19
821.094	12.494	1.19
822.749	12.717	1.19
824.407	12.494	1.19
826.032	12.717	1.19
827.656	12.717	8.57
829.264	40.8	8.57
830.891	42.061	8.57
832.595	42.061	8.57
834.25	41.937	8.57
835.874	42.86	15.95
837.531	73.596	15.95
839.173	74.076	15.95
840.828	74.042	15.95
842.452	73.939	15.95
844.092	75.596	20.47
845.733	93.656	20.47
847.362	94.055	20.47
848.984	93.656	20.47
850.624	93.736	20.47
852.249	93.736	20.47
853.875	93.603	20.47
855.534	93.763	20.47
857.188	93.576	20.47
858.859	94.028	20.47
860.499	93.789	20.47
862.128	93.55	20.47
863.78	93.656	20.47
865.437	93.603	20.47
867.077	93.709	20.47
868.814	93.63	20.47
870.484	93.816	20.47
872.125	93.763	20.47
873.749	93.975	20.47
875.389	93.55	20.47
877.034	95.788	24.52
878.686	111.469	24.52
880.329	111.337	24.52
881.969	111.447	24.52
883.628	111.668	24.52
885.28	111.469	24.52
886.937	111.403	24.52
888.577	111.513	24.52
890.234	111.601	24.52
891.86	111.447	24.52
893.5	111.403	24.08
895.141	109.912	23.42
896.798	107.026	23.33
898.44	106.284	23.33
900.094	106.377	23.33
901.751	105.559	16.55
903.484	77.996	11.17
905.128	55.111	7.61
906.766	39.028	7.61
908.423	37.798	7.61
910.063	37.519	3.8
911.704	24.381	3.8
913.361	21.678	3.8
914.985	21.678	3.8
916.609	21.803	3.8
918.22	23.478	6.19
919.862	31.972	6.19
921.5	31.972	6.19
923.109	31.889	6.19
924.719	31.972	6.19
926.36	31.889	6.19
927.986	31.805	6.19
929.609	31.889	6.19
931.235	31.889	6.19
932.876	31.889	6.19
934.516	31.972	6.19
936.142	31.972	6.19
937.781	31.805	6.19
939.486	31.889	6.19
941.11	31.889	6.19
942.72	34.058	14.28
944.345	66.646	14.28
945.969	66.607	14.28
947.61	66.988	14.28
949.234	66.684	14.28
950.846	66.684	14.28
952.485	66.836	14.28
954.109	66.722	14.28
955.736	66.798	14.28
957.36	67.328	14.28
958.971	65.724	9.92
960.579	49.546	5.13
962.203	27.972	2.61
963.814	16.687	2.61
965.438	16.851	2.61
967.081	17.014	2.61
968.703	16.851	2.61
970.33	17.014	2.61
971.97	16.851	2.61
973.595	17.014	2.61
975.313	16.851	2.61
976.922	16.851	2.61
978.532	16.851	2.61
980.14	17.014	2.61
981.769	17.014	2.61
983.375	16.851	2.61
984.986	17.014	2.61
986.626	17.014	2.61
988.267	16.851	2.61
989.909	16.851	2.61
991.531	18.852	12.85
993.126	57.033	12.85
994.766	60.432	12.85
996.391	60.516	12.85
998.033	60.601	12.85
999.688	62.914	23.57
1001.328	105.84	23.57
1002.955	107.256	23.57
1004.581	107.072	23.57
1006.22	107.256	23.57
1007.844	107.233	23.57
1009.47	107.371	23.57
1011.127	107.371	23.57
1012.846	107.21	23.57
1014.486	107.302	23.57
1016.158	107.256	23.57
1017.813	107.463	23.57
1019.455	107.256	23.57
1021.096	107.302	23.57
1022.75	107.095	23.57
1024.348	107.302	23.57
1025.962	107.187	23.57
1027.537	107.095	23.57
1029.117	107.44	23.57
1030.686	107.325	23.57
1032.27	107.348	23.57
1033.866	107.118	23.57
1035.449	107.072	23.15
1037.051	105.065	16.96
1038.682	81.378	11.76
1040.286	57.257	7.01
