2	1	1	1	96.980027	96.526058
2	1	2	1	96.801834	96.142576
2	1	3	1	97.052654	96.756127
2	1	4	1	96.663360	95.925858
2	1	5	1	96.686188	96.214325
2	1	6	1	97.084911	96.683438
2	2	1	1	97.075790	96.511015
2	2	2	1	96.603760	96.133701
2	2	3	1	96.595183	96.153582
2	2	4	1	96.527065	96.092977
2	2	5	1	97.307610	96.652457
2	2	6	1	96.793246	96.325545
2	3	1	1	96.640927	96.286391
2	3	2	1	96.812317	96.319848
2	3	3	1	96.553127	96.336337
2	3	4	1	96.885426	95.711905
2	3	5	1	96.348090	95.819149
2	3	6	1	96.381022	95.901579
2	4	1	1	96.449494	95.874457
2	4	2	1	96.521268	96.321118
2	4	3	1	96.653279	95.855292
2	4	4	1	96.724801	96.385215
2	4	5	1	97.114919	96.763339
2	4	6	1	96.939652	96.524816
2	5	1	1	96.862928	96.210391
2	5	2	1	96.529513	96.116836
2	5	3	1	96.501733	95.671698
2	5	4	1	96.470153	96.304305
2	5	5	1	96.484779	96.073412
2	5	6	1	96.744418	96.608478
2	6	1	1	96.674811	96.087328
2	6	2	1	96.941061	96.558785
2	6	3	1	96.354207	96.106204
2	6	4	1	96.922646	96.487665
2	6	5	1	96.781761	96.198286
2	6	6	1	96.525190	96.369157
3	1	1	1	96.484734	95.692154
3	1	2	1	97.363938	96.719188
3	1	3	1	96.993286	96.299995
3	1	4	1	97.047909	96.364016
3	1	5	1	96.416396	95.887050
3	1	6	1	96.770883	96.365891
3	2	1	1	97.629622	96.170339
3	2	2	1	95.876280	95.652112
3	2	3	1	96.745123	95.799316
3	2	4	1	97.371343	95.869053
3	2	5	1	97.595119	95.848904
3	2	6	1	96.388524	95.794266
3	3	1	1	96.837121	96.378810
3	3	2	1	96.455405	96.042167
3	3	3	1	96.906267	95.602004
3	3	4	1	96.963836	96.208858
3	3	5	1	96.805654	96.456844
3	3	6	1	96.485251	96.060847
3	4	1	1	97.153459	95.571945
3	4	2	1	97.515955	96.129515
3	4	3	1	96.863825	96.529318
3	4	4	1	96.809280	96.459395
3	4	5	1	96.642979	96.133222
3	4	6	1	97.259743	95.967005
3	5	1	1	96.675597	95.990933
3	5	2	1	96.632717	96.239444
3	5	3	1	97.299053	96.040526
3	5	4	1	96.943841	96.405725
3	5	5	1	97.123919	95.874991
3	5	6	1	96.520063	96.393826
3	6	1	1	96.670358	96.299998
3	6	2	1	96.159622	95.548809
3	6	3	1	96.835723	96.367772
3	6	4	1	97.145086	96.200935
3	6	5	1	96.837842	96.222875
3	6	6	1	97.472211	96.037374
4	1	1	1	96.842910	96.093878
4	1	2	1	96.937089	95.720144
4	1	3	1	96.833557	96.332300
4	1	4	1	97.464740	95.657723
4	1	5	1	97.008766	95.959959
4	1	6	1	97.396397	95.747770
4	2	1	1	97.058982	96.634536
4	2	2	1	97.104189	96.752494
4	2	3	1	96.623144	96.224793
4	2	4	1	97.331419	95.661581
4	2	5	1	96.855703	96.324179
4	2	6	1	96.899740	95.498168
4	3	1	1	96.790185	96.457164
4	3	2	1	96.530039	96.188702
4	3	3	1	97.352446	95.466567
4	3	4	1	97.475294	96.156254
4	3	5	1	97.450124	96.020533
4	3	6	1	97.928011	96.172117
4	4	1	1	97.194135	95.793765
4	4	2	1	96.662130	96.311637
4	4	3	1	97.778563	95.887562
4	4	4	1	96.826307	96.484391
4	4	5	1	96.417033	95.760013
4	4	6	1	97.521867	95.985311
4	5	1	1	97.027210	96.050508
4	5	2	1	97.824204	95.928853
4	5	3	1	97.149498	96.334145
4	5	4	1	96.406263	96.230303
4	5	5	1	96.688762	96.241436
4	5	6	1	96.287001	95.650788
4	6	1	1	96.950133	96.446768
4	6	2	1	96.629704	95.991859
4	6	3	1	97.512979	95.940762
4	6	4	1	97.464177	96.158426
4	6	5	1	97.652240	96.155777
4	6	6	1	96.860097	95.419203
5	1	1	1	97.880878	96.153859
5	1	2	1	97.590654	95.834409
5	1	3	1	97.727967	96.044912
5	1	4	1	97.627992	95.920090
5	1	5	1	97.594397	95.777108
5	1	6	1	97.625689	96.192145
5	2	1	1	97.671228	95.985324
5	2	2	1	97.470697	95.743556
5	2	3	1	96.636366	95.820621
5	2	4	1	97.479079	95.780063
5	2	5	1	87.968196	94.945960
5	2	6	1	97.894291	95.613194
5	3	1	1	97.660409	96.260660
5	3	2	1	96.933591	95.989665
5	3	3	1	97.538688	95.948319
5	3	4	1	96.963725	96.187821
5	3	5	1	96.798785	96.205781
5	3	6	1	97.112787	96.451840
5	4	1	1	97.180625	96.643009
5	4	2	1	97.539723	95.904488
5	4	3	1	97.666402	95.927231
5	4	4	1	97.470030	96.021506
5	4	5	1	97.591980	96.187258
5	4	6	1	97.423128	95.837178
5	5	1	1	97.806497	95.898086
5	5	2	1	96.821557	96.520466
5	5	3	1	97.744337	96.050917
5	5	4	1	97.331798	96.204452
5	5	5	1	96.752898	96.282608
5	5	6	1	97.710830	96.330315
5	6	1	1	97.287348	96.375375
5	6	2	1	97.356624	96.079542
5	6	3	1	96.905954	95.916187
5	6	4	1	96.890284	95.867219
5	6	5	1	97.001812	95.682505
5	6	6	1	95.737107	94.436931
6	1	1	1	97.132038	96.157558
6	1	2	1	97.773687	95.901436
6	1	3	1	97.073120	95.350217
