6	1	4	1	97.632848	95.857345
6	1	5	1	97.074605	96.511389
6	1	6	1	97.739687	95.992352
6	2	1	1	97.543267	95.935802
6	2	2	1	97.170921	95.558673
6	2	3	1	97.642892	96.019079
6	2	4	1	96.524946	96.505203
6	2	5	1	97.849622	95.800052
6	2	6	1	97.781600	96.049192
6	3	1	1	97.593058	96.011064
6	3	2	1	98.027261	96.052195
6	3	3	1	97.821247	95.549507
6	3	4	1	97.882550	95.988685
6	3	5	1	97.134372	95.804463
6	3	6	1	98.005890	96.019678
6	4	1	1	96.819424	96.208910
6	4	2	1	97.483942	95.730555
6	4	3	1	96.568091	96.257681
6	4	4	1	96.791412	96.039414
6	4	5	1	96.822635	96.278900
6	4	6	1	97.855187	95.813929
6	5	1	1	97.684334	96.060366
6	5	2	1	96.741380	96.254073
6	5	3	1	97.548722	96.159480
6	5	4	1	97.833509	95.880415
6	5	5	1	97.783919	95.704912
6	5	6	1	97.962652	95.863411
6	6	1	1	97.233553	96.498897
6	6	2	1	96.897986	96.660825
6	6	3	1	96.142817	94.224779
6	6	4	1	97.474988	95.910075
6	6	5	1	98.036184	96.141796
6	6	6	1	98.020352	96.269967
