0.756	26.798	5
2.24	29.46	11.19
3.63	52.086	11.19
5.036	53.357	11.19
6.444	53.453	11.19
7.864	53.98	11.19
9.351	53.693	11.19
10.803	53.549	11.19
12.193	53.693	11.19
13.647	53.501	11.19
15.211	53.549	11.19
16.663	53.405	11.19
18.056	53.308	11.19
19.46	53.26	11.19
20.85	53.453	11.19
22.256	53.597	11.19
23.71	53.453	11.19
25.084	53.26	11.19
26.46	53.597	11.19
27.866	53.645	11.19
29.272	53.405	11.19
30.694	53.501	11.19
32.1	53.357	11.19
33.49	53.357	11.19
34.896	53.501	11.19
36.303	53.837	11.19
37.709	53.453	11.19
39.115	53.357	11.19
40.521	53.453	11.19
41.927	53.549	11.19
43.319	53.26	11.19
44.725	55.251	13.57
46.131	64.631	13.57
47.537	63.879	13.57
48.913	63.679	13.57
50.287	63.839	13.57
51.696	63.238	9.5
53.15	50.065	5.64
54.524	32.629	1.42
55.93	13.974	1.42
57.306	12.935	1.42
58.68	13.15	6.42
60.056	30.873	6.42
61.46	32.871	6.42
62.866	33.032	6.42
64.273	32.952	6.42
65.756	32.055	1.66
67.195	16.851	1.66
68.585	13.569	1.66
69.959	13.773	1.66
71.569	13.773	1.66
73.037	13.974	14.28
74.459	55.621	14.28
75.898	66.761	14.28
77.35	66.836	14.28
78.836	66.95	14.28
80.352	65.647	9.89
81.805	50.579	5.97
83.224	33.43	3.8
84.63	21.426	3.8
86.287	21.927	3.8
87.693	21.678	3.8
89.131	21.803	3.8
90.537	21.803	3.8
91.976	21.803	3.8
93.382	21.678	3.8
94.788	22.776	19.14
96.478	84.825	22.14
97.947	101.094	22.14
99.35	101.119	22.14
100.741	101.045	22.14
102.133	101.02	22.14
103.553	101.02	22.14
104.945	101.291	22.14
106.335	101.291	22.14
107.709	101.119	22.14
109.085	101.974	24.76
110.459	112.834	24.76
111.835	112.681	24.76
113.209	112.637	24.76
114.585	112.877	24.76
115.975	113.03	24.76
117.335	113.073	24.76
118.709	112.594	24.76
120.101	112.659	24.76
121.491	112.659	24.76
122.882	112.703	18.84
124.272	93.229	13.68
125.664	67.33	9.58
127.07	48.969	9.04
128.476	44.412	9.04
129.914	45.454	13.33
131.288	62.549	13.33
132.694	62.508	13.33
134.1	62.508	13.33
135.49	62.63	13.33
136.898	62.833	13.33
138.307	62.711	13.33
139.713	62.671	13.33
141.103	63.238	13.33
142.509	62.671	13.33
143.915	62.833	13.33
145.303	62.671	13.33
146.711	63.157	13.33
148.117	62.752	13.33
149.523	62.589	13.33
150.913	61.728	10.95
152.319	53.357	10.95
153.71	52.333	10.95
155.164	53.066	10.95
156.57	52.774	10.95
157.976	54.407	21.9
159.382	91.308	21.9
160.788	100.181	21.9
162.178	100.181	21.9
163.6	100.131	21.9
165.008	100.33	21.9
166.412	100.131	21.9
167.805	100.181	21.9
169.211	99.982	21.9
170.617	100.057	21.9
172.023	100.626	22.85
173.431	104.355	22.85
174.839	104.402	22.85
176.245	104.236	22.85
177.651	104.402	22.85
179.071	103.926	17.3
180.523	85.297	12.01
181.93	61.361	8.09
183.336	43.882	8.09
184.742	40.413	8.09
186.134	42.309	20.47
187.54	82.909	20.47
188.946	93.842	20.47
190.336	94.002	20.47
191.726	93.896	20.47
193.132	93.842	20.47
194.508	93.975	20.47
195.93	93.816	20.47
197.337	93.842	20.47
198.759	93.896	20.47
200.165	93.336	19.76
201.571	90.566	19.76
202.993	90.869	19.76
204.415	90.648	19.76
205.869	90.786	19.76
207.275	90.095	15.27
208.682	75.227	10.88
210.088	55.621	10.71
211.508	51.338	10.71
212.914	51.288	10.71
214.32	51.539	10.71
215.78	51.338	10.71
217.196	51.589	10.71
218.602	51.589	10.71
220.008	51.238	10.71
221.431	52.921	20.95
222.837	91.39	20.95
224.243	95.944	20.95
225.633	96.203	20.95
227.039	95.996	20.95
228.431	95.996	20.95
229.837	95.84	20.95
231.227	95.892	20.95
232.633	96.074	20.95
234.087	95.996	20.95
235.478	95.84	20.95
236.868	96.022	20.95
238.276	95.918	20.95
239.682	95.918	20.95
241.136	95.944	20.95
242.542	95.266	16.11
243.992	76.789	11.32
245.43	55.989	7.36
246.836	38.691	4.28
248.259	25.356	4.28
249.827	23.707	4.28
251.227	23.707	4.28
252.665	23.593	4.28
254.087	23.707	4.28
255.493	23.593	4.28
256.9	23.821	4.28
258.306	23.821	4.28
259.712	23.707	4.28
261.118	23.707	4.28
262.508	23.707	4.28
